tract_geoid,majority_race,poverty_cat,community,communityok,aggregate_avg,public_avg,mission_avg,small_biz_avg,nonres_avg,SF_avg,MF_avg,aggregate_pct,public_pct,mission_pct,small_biz_pct,nonres_pct,SF_pct,MF_pct
17031020702,no racial majority,21 to 31 percent,WEST RIDGE,West Ridge,12472.48089,15.83473038,255.5101829,8399.064064,22289.15643,9676.880292,1705.976485,56,42,57,85,84,53,39
17031020801,no racial majority,12 to 20 percent,WEST RIDGE,West Ridge,8034.468815,42.43343829,56.5785867,5944.628882,7301.854611,9237.900773,2660.170445,38,58,22,65,50,51,54
17031020802,no racial majority,Over 31%,WEST RIDGE,West Ridge,13224.34105,101.364573,164.8719601,7223.638138,9717.864475,10718.90828,3171.631197,59,70,45,78,61,58,60
17031020901,no racial majority,21 to 31 percent,WEST RIDGE,West Ridge,7454.537848,21.13226284,224.4708694,3084.40282,9690.085816,7247.540182,4387.178633,34,46,53,27,60,42,71
17031020902,no racial majority,21 to 31 percent,WEST RIDGE,West Ridge,13520.33784,8.396657403,42.69831736,6012.711704,11153.14305,3319.915843,883.7943277,60,36,18,66,65,14,25
17031030101,no racial majority,12 to 20 percent,EDGEWATER,Edgewater,11630.97059,15.65432799,26.79741449,1620.228894,30560.39442,7689.257046,2987.611727,53,42,13,11,90,43,58
17031030102,no racial majority,12 to 20 percent,EDGEWATER,Edgewater,13918.60666,21.69175956,20.81645347,2642.826365,20346.82019,10787.46503,4023.907975,62,46,11,23,82,58,67
17031030103,white,12 to 20 percent,EDGEWATER,Edgewater,8136.64725,48.73500291,0.422529346,6349.297664,4937.976404,9325.063341,2901.821545,39,60,1,70,36,51,56
17031030104,white,21 to 31 percent,EDGEWATER,Edgewater,7148.534936,86.60948922,12.53768454,4257.655861,4602.258578,5171.075503,2766.032745,32,68,7,43,33,29,55
17031030200,white,12 to 20 percent,EDGEWATER,Edgewater,18815.30929,39.36845728,707.7982963,5079.371917,15041.03929,20819.28759,4269.519329,72,57,83,54,74,76,70
17031030300,no racial majority,21 to 31 percent,EDGEWATER,Edgewater,10299.59456,30.29826159,69.31118917,4936.752589,20118.19344,11997.43695,5308.963345,48,53,25,52,81,62,76
17031030400,white,0 to 11 percent,EDGEWATER,Edgewater,25260.70557,71.62970812,140.6111323,5770.529181,21184.14012,34724.89629,5946.724847,79,65,40,62,82,86,79
17031030500,white,0 to 11 percent,EDGEWATER,Edgewater,14328.54648,2.679291499,39.48460857,9134.020736,9179.411846,19071.28828,5001.048169,63,27,17,88,58,74,74
17031030601,no racial majority,12 to 20 percent,EDGEWATER,Edgewater,7812.490952,1.22367203,468.4920889,4664.273731,12414.39869,7854.045229,2856.222699,37,24,73,49,68,44,56
17031030603,no racial majority,12 to 20 percent,EDGEWATER,Edgewater,7364.085585,1000.866621,92.26597548,2918.110112,8822.951262,9162.568536,3503.168727,34,91,32,26,58,50,63
17031030604,no racial majority,21 to 31 percent,EDGEWATER,Edgewater,4001.637673,0,11.30975136,1692.617513,0,7283.693066,1513.736693,15,1,7,12,1,42,37
17031030701,no racial majority,21 to 31 percent,EDGEWATER,Edgewater,12002.97524,32.65748726,50.55045532,4823.559195,7809.191168,17035.34005,2675.056915,55,54,20,51,52,71,54
17031030702,white,12 to 20 percent,EDGEWATER,Edgewater,4418.132138,0,25.22147284,13867.81977,421.108856,5610.903942,0,17,1,12,97,3,32,1
17031030703,white,21 to 31 percent,EDGEWATER,Edgewater,9801.772082,16.58519008,60.22161874,3643.938137,3295.780939,17789.50348,3168.295204,45,43,23,34,23,72,60
17031030706,white,0 to 11 percent,EDGEWATER,Edgewater,7228.170289,0,7.808641091,4025.396648,12467.56833,7983.532414,1773.32696,33,1,5,40,68,45,41
17031030800,white,0 to 11 percent,EDGEWATER,Edgewater,23627.53215,50.3503691,121.7225875,3781.649993,16227.20241,27132.73811,6033.344532,77,60,37,36,75,82,80
17031030900,white,0 to 11 percent,EDGEWATER,Edgewater,70952.7464,5.481964946,418.2815654,3192.220019,80732.50538,25588.91468,2967.57412,97,31,70,28,97,81,57
17031031000,white,0 to 11 percent,UPTOWN,Uptown,24898.24615,43.34839805,156.6574954,6569.914738,6805.879271,31156.2934,8538.527243,78,58,43,72,47,84,89
17031031100,white,0 to 11 percent,UPTOWN,Uptown,18993.72545,20.27233659,741.8420264,4199.883142,6546.133277,27278.82965,9382.90293,72,45,84,42,45,82,93
17031031200,no racial majority,21 to 31 percent,UPTOWN,Uptown,20319.37544,1511.406107,427.03955,4094.682164,18395.78603,18313.80307,5540.625341,74,93,70,41,79,73,77
17031031300,no racial majority,21 to 31 percent,UPTOWN,Uptown,9354.179971,36.95113242,30.57211201,4554.971835,17266.03461,10376.99987,1482.720273,43,56,14,47,77,56,36
17031031400,white,12 to 20 percent,UPTOWN,Uptown,10650.4623,213.8031924,38.16703442,4998.126581,2623.18042,9707.432338,3196.207635,50,79,16,53,19,53,60
17031031501,no racial majority,Over 31%,UPTOWN,Uptown,11679.4066,131.0776151,551.609324,3805.991089,25515.95654,19392.15413,2564.090778,53,73,76,37,87,75,52
17031031502,no racial majority,Over 31%,UPTOWN,Uptown,15252.83913,160.6220699,72.79391726,2237.335422,42215.41012,22834.64458,6405.714221,65,75,26,18,94,78,82
17031031700,white,21 to 31 percent,UPTOWN,Uptown,16705.00753,218.1059555,150.3546456,8904.115234,20806.20997,26701.55723,3876.221373,69,79,42,88,82,82,66
17031031800,white,0 to 11 percent,UPTOWN,Uptown,25698.50957,204.5289999,157.2766627,4082.02781,4567.560847,28425.19002,11669.53335,79,78,43,41,33,83,96
17031031900,white,0 to 11 percent,UPTOWN,Uptown,21471.87787,34.36773858,4.433646435,6810.583869,6614.407241,33295.84275,6319.174365,75,55,4,75,46,85,81
17031032100,white,21 to 31 percent,UPTOWN,Uptown,13236.21501,0,168.0182048,5242.021824,5630.912673,23304.13055,4125.12366,59,1,45,57,41,79,69
17031040100,white,0 to 11 percent,LINCOLN SQUARE,Lincoln Square,39647.84979,0,145.541673,5601.015305,29974.81383,29266.11248,8790.907254,89,1,41,61,89,83,90
17031040201,white,0 to 11 percent,LINCOLN SQUARE,Lincoln Square,15621.26952,520.1069101,635.7456768,5847.946789,2886.329599,26475.12561,2563.671885,66,86,81,64,21,81,52
17031040202,no racial majority,12 to 20 percent,LINCOLN SQUARE,Lincoln Square,9718.851136,9.895932401,69.50887218,9438.861411,19407.91549,13288.13413,2343.064136,45,37,26,88,81,65,49
17031040300,white,0 to 11 percent,LINCOLN SQUARE,Lincoln Square,15341.29872,0,469.4888375,3173.121817,13666.64984,11861.42192,415.8895781,65,1,73,28,71,61,18
17031040401,white,0 to 11 percent,LINCOLN SQUARE,Lincoln Square,21761.18052,10.26676834,269.1959769,5711.512846,11161.76301,29254.64761,6537.314323,75,38,58,62,66,83,82
17031040402,white,0 to 11 percent,LINCOLN SQUARE,Lincoln Square,24704.27028,11.91510716,146.0703081,6219.919121,31555.01791,30824.17884,9156.069036,78,38,42,69,91,84,91
17031040600,white,0 to 11 percent,LINCOLN SQUARE,Lincoln Square,28076.15294,1202.812815,538.1910043,4694.993868,12933.75084,31978.22878,8191.018871,81,92,75,49,70,85,88
17031040700,white,0 to 11 percent,LINCOLN SQUARE,Lincoln Square,21244.05392,61.3105975,187.243608,7672.119356,12890.50303,28804.84767,5801.739021,75,63,48,82,70,83,78
17031040800,white,0 to 11 percent,LINCOLN SQUARE,Lincoln Square,18787.32583,197.2351326,221.2618764,26177.41871,1687.003217,24089.01672,9093.593048,72,78,52,100,11,79,91
17031040900,white,0 to 11 percent,LINCOLN SQUARE,Lincoln Square,21680.7951,47.65294072,71.89027213,10428.24367,4994.859454,36362.88245,4915.564403,75,59,26,92,37,87,74
17031050100,white,0 to 11 percent,NORTH CENTER,North Center,28114.25064,81.59909628,340.9064176,5720.937317,8107.650118,37966.5574,7306.489459,81,67,66,62,53,87,86
17031050200,white,0 to 11 percent,NORTH CENTER,North Center,70291.96152,44.93164861,119.6489143,7284.69103,67827.43448,41426.28514,2125.288412,97,58,36,79,96,89,46
17031050300,white,0 to 11 percent,NORTH CENTER,North Center,26074.09739,29.85723198,52.48631451,5820.672118,4975.296906,43689.88443,3619.330736,80,52,21,63,37,89,64
17031050500,white,0 to 11 percent,NORTH CENTER,North Center,32193.92304,4.485136219,300.6623209,8040.597701,18606.40451,44176.16953,8659.163527,85,30,62,84,79,90,90
17031050600,white,0 to 11 percent,NORTH CENTER,North Center,36208.03947,41.86226054,151.7667424,6153.358685,2750.600915,48878.78835,2706.634251,87,57,43,68,20,92,54
17031050700,white,0 to 11 percent,NORTH CENTER,North Center,27086.11697,0,33.20271438,6352.716465,4875.088414,34196.25984,4254.094362,81,2,15,70,36,86,70
17031050800,white,0 to 11 percent,NORTH CENTER,North Center,33785.2739,0,1556.677529,7451.999008,2002.749045,60560.53294,15548.95567,85,2,93,81,13,97,98
17031050900,white,0 to 11 percent,NORTH CENTER,North Center,27357.80772,16.05516138,782.1304046,9179.336907,16956.34977,48884.07933,13366.49409,81,42,85,88,76,92,97
17031051000,white,0 to 11 percent,NORTH CENTER,North Center,29953.85651,0,545.9233683,7086.322998,5190.476792,45351.90262,2490.150203,83,2,76,77,38,91,51
17031051100,white,0 to 11 percent,NORTH CENTER,North Center,42034.09851,0,1197.528269,8160.496862,2730.85438,70735.58692,7326.206017,90,2,89,85,20,100,86
17031051200,white,0 to 11 percent,NORTH CENTER,North Center,34408.44147,0,694.6715023,10822.44692,2005.136186,68619.16005,10656.6825,86,2,83,93,13,100,94
17031051300,white,0 to 11 percent,NORTH CENTER,North Center,46261.15934,0,107.961731,8615.367347,6383.944914,62644.42787,10235.66493,92,2,34,87,44,97,94
17031051400,white,12 to 20 percent,NORTH CENTER,North Center,35746.86341,4.070254,276.0738487,6749.721824,4267.339586,53985.94825,1202.330765,86,30,59,74,30,94,31
17031060100,white,0 to 11 percent,LAKE VIEW,Lake View,26540.26691,0,66.12048336,6446.328176,2399.994283,44157.66025,4638.899212,80,2,24,71,16,90,72
17031060200,white,12 to 20 percent,LAKE VIEW,Lake View,27610.66612,30.07180238,83.1000103,6815.2641,3617.184711,43269.38889,8331.755857,81,52,29,75,25,89,89
17031060300,white,0 to 11 percent,LAKE VIEW,Lake View,28146.5148,0,200.9059514,4122.548313,4322.782551,44957.44846,8713.220298,82,2,50,41,31,90,90
17031060400,white,0 to 11 percent,LAKE VIEW,Lake View,138333.0507,0,258.2549069,8641.959189,241544.7291,57623.76326,12777.34976,100,3,57,87,100,96,97
17031060500,white,21 to 31 percent,LAKE VIEW,Lake View,23507.8287,0,2477.482566,9863.8975,5445.960693,71911.78883,1739.528272,77,3,96,90,40,100,40
17031060800,white,0 to 11 percent,LAKE VIEW,Lake View,12477.54705,0,2.177520926,4548.138315,19952.60675,11145.43629,3714.441833,56,3,2,47,81,59,66
17031060900,white,0 to 11 percent,LAKE VIEW,Lake View,10060.92979,10.80015378,19.97285099,7324.321664,8054.104961,14298.06172,2771.373997,46,38,10,80,53,67,55
17031061000,white,12 to 20 percent,LAKE VIEW,Lake View,34608.29174,524.4088942,142.4255675,3755.196651,18823.93975,51409.16258,10522.07242,86,86,41,36,80,93,94
17031061100,white,0 to 11 percent,LAKE VIEW,Lake View,216145.5661,0,153.7224483,12281.1099,106646.7281,38715.39369,4036.871936,100,3,43,95,98,87,68
17031061200,white,0 to 11 percent,LAKE VIEW,Lake View,26419.34112,0,764.4044681,7138.406263,3486.841427,52156.86975,9216.68072,80,3,84,78,24,93,92
17031061500,white,0 to 11 percent,LAKE VIEW,Lake View,26038.66844,0,1293.101847,8892.058883,7248.131901,48103.11873,6536.85712,79,3,91,88,49,92,82
17031061800,white,0 to 11 percent,LAKE VIEW,Lake View,33515.01799,0,0,1887.000608,46426.16466,25474.93581,16667.55079,85,3,1,14,94,80,99
17031061901,white,0 to 11 percent,LAKE VIEW,Lake View,12960.91527,0,250.5727332,6159.750747,6067.907564,20521.54926,5351.323504,58,3,57,68,43,76,76
17031061902,white,0 to 11 percent,LAKE VIEW,Lake View,9968.626518,0,9.569684943,3973.149263,23864.40396,18504.40372,2169.99438,46,4,6,39,86,73,47
17031062000,white,0 to 11 percent,LAKE VIEW,Lake View,28522.11332,0,376.0032485,5022.696246,18773.04726,44636.15975,6798.206205,82,4,68,53,80,90,84
17031062100,white,12 to 20 percent,LAKE VIEW,Lake View,38672.78514,1.966399707,240.3459311,4694.845795,14600.09975,40593.00251,17340.10277,88,26,56,49,73,88,99
17031062200,white,12 to 20 percent,LAKE VIEW,Lake View,40232.12685,964.2568302,188.1711014,10102.84054,8703.038038,66272.41079,12218.61472,89,91,48,91,57,98,96
17031062300,white,0 to 11 percent,LAKE VIEW,Lake View,39423.93826,0,282.7692185,7056.094302,6589.518076,59298.28224,14476.5087,89,4,60,77,45,96,98
17031062400,white,0 to 11 percent,LAKE VIEW,Lake View,51760.3839,433.6849994,323.2094254,9791.14358,32360.14683,58038.76938,6024.196155,94,85,64,90,91,96,80
17031062500,white,12 to 20 percent,LAKE VIEW,Lake View,45461.48597,0,61.01329057,6597.676237,6642.772756,57554.67848,5859.932162,92,4,23,72,46,96,79
17031062600,white,0 to 11 percent,LAKE VIEW,Lake View,63416.00753,0,244.7125589,6885.448807,21317.60053,63698.17453,3387.327695,96,4,56,76,83,98,62
17031062700,white,0 to 11 percent,LAKE VIEW,Lake View,44150.06626,5.114987937,1198.9978,6727.645732,3652.734461,73507.76094,4105.815612,91,31,90,73,26,100,68
17031062800,white,0 to 11 percent,LAKE VIEW,Lake View,39533.15764,0,607.2181448,8447.212237,6388.943811,66298.29617,10236.2542,89,4,79,86,44,99,94
17031062900,white,0 to 11 percent,LAKE VIEW,Lake View,30663.0495,0,75.68439134,6616.92844,6880.494372,54613.39591,9013.168103,84,4,27,73,48,95,91
17031063000,white,0 to 11 percent,LAKE VIEW,Lake View,48481.55493,10.39574534,56.52196971,3208.280224,12878.73867,40905.91127,12131.59789,93,38,22,29,70,89,96
17031063100,white,0 to 11 percent,LAKE VIEW,Lake View,45456.05472,4.477986291,286.7124787,7106.601073,22233.52444,40552.24486,14776.70442,92,30,61,78,84,88,98
17031063200,white,0 to 11 percent,LAKE VIEW,Lake View,11820.32814,0,64.46659356,6133.615422,3968.782424,17369.38987,4893.423808,54,4,24,67,28,71,74
17031063301,white,12 to 20 percent,LAKE VIEW,Lake View,14294.05957,0,2.460661868,2159.995605,33291.68738,26086.48688,3176.157231,62,5,3,17,92,81,60
17031063302,white,0 to 11 percent,LAKE VIEW,Lake View,15177.10593,0,0.171361086,4836.091484,2248.898642,19012.80854,7844.048257,64,5,1,51,15,74,87
17031063303,white,0 to 11 percent,LAKE VIEW,Lake View,10210.71388,0,0,3818.183623,8542.386932,12991.8322,0,47,5,1,37,56,65,1
17031063400,white,0 to 11 percent,LAKE VIEW,Lake View,43635.35507,0,233.2274005,2993.746383,24882.02874,43085.30632,11606.31745,91,5,54,27,86,89,96
17031070101,white,12 to 20 percent,LINCOLN PARK,Lincoln Park,7967.156129,0,15.58713448,5622.740003,3679.819423,14922.02614,236.8887544,37,5,9,61,26,68,15
17031070102,white,0 to 11 percent,LINCOLN PARK,Lincoln Park,30462.17054,16.85838731,156.383172,5276.755133,12737.22512,66551.85053,5044.985664,83,43,43,57,69,99,74
17031070103,white,0 to 11 percent,LINCOLN PARK,Lincoln Park,15780.60106,0,8.838331864,6142.721555,10498.75598,39068.41768,9608.346363,66,5,6,68,63,88,93
17031070200,white,0 to 11 percent,LINCOLN PARK,Lincoln Park,30332.03544,0,774.5461666,6740.740592,2752.595072,45312.67571,9379.716076,83,5,84,74,20,91,92
17031070300,white,0 to 11 percent,LINCOLN PARK,Lincoln Park,45513.05597,0,143.1783211,6358.764586,7684.700295,65208.76418,17776.21184,92,5,41,70,51,98,99
17031070400,white,0 to 11 percent,LINCOLN PARK,Lincoln Park,39032.68119,0,2167.544361,7917.869659,10102.20075,66733.9706,2951.298006,88,6,95,83,62,99,57
17031070500,white,0 to 11 percent,LINCOLN PARK,Lincoln Park,63254.64855,0,563.4713781,12596.77725,20985.41144,70273.17268,6239.275889,96,6,77,95,82,100,81
17031070600,white,0 to 11 percent,LINCOLN PARK,Lincoln Park,52123.16734,0,685.4726186,5411.246475,11166.27871,63537.21563,8395.461051,94,6,82,58,66,97,89
17031070700,white,12 to 20 percent,LINCOLN PARK,Lincoln Park,38642.31999,0,108.0617574,7090.075203,3523.60565,60242.12081,3342.962001,88,6,34,77,24,96,61
17031071000,white,0 to 11 percent,LINCOLN PARK,Lincoln Park,43546.18353,0,2852.06368,6827.481527,7472.603423,70023.3559,7649.811489,91,6,97,75,50,100,86
17031071100,white,0 to 11 percent,LINCOLN PARK,Lincoln Park,51759.24699,0,2499.541492,6519.813728,5260.344569,63595.5737,18203.85479,94,6,96,72,39,97,99
17031071200,white,12 to 20 percent,LINCOLN PARK,Lincoln Park,59566.06192,23.39344235,627.3412939,3415.070328,7033.674823,54538.17244,5622.962806,95,47,80,31,49,95,77
17031071300,white,0 to 11 percent,LINCOLN PARK,Lincoln Park,33421.59918,0,252.4120199,7319.878682,10067.68232,45099.37236,11434.9795,85,6,57,79,62,90,95
17031071400,white,12 to 20 percent,LINCOLN PARK,Lincoln Park,16527.48837,33.36480343,24.48612855,5393.775784,4893.0115,23601.80113,3901.399108,68,55,12,58,36,79,67
17031071500,white,0 to 11 percent,LINCOLN PARK,Lincoln Park,19879.5102,0,137.9615859,4589.64206,18653.31154,27166.4593,1661.878197,73,6,40,48,80,82,39
17031071600,white,0 to 11 percent,LINCOLN PARK,Lincoln Park,43455.01746,0,2077.221495,12214.58006,842.9488625,66939.58583,2731.727659,91,7,95,95,4,99,55
17031071700,white,0 to 11 percent,LINCOLN PARK,Lincoln Park,29254.43189,0,0.620431533,4340.177061,9825.870353,44619.62508,2178.886596,83,7,1,44,61,90,47
17031071800,white,0 to 11 percent,LINCOLN PARK,Lincoln Park,42488.64544,0,1074.038064,6747.030363,7036.37676,55163.62496,5950.523764,90,7,89,74,49,95,79
17031080100,white,0 to 11 percent,NEAR NORTH SIDE,Near North Side,15715.91136,0,116.4015654,2759.877051,9697.225968,21005.68315,2637.014998,66,7,36,24,61,77,53
17031080201,white,0 to 11 percent,NEAR NORTH SIDE,Near North Side,13059.14652,66.77277846,11.0332549,4433.637258,6664.185725,16439.55988,1014.257108,58,64,6,45,46,70,28
17031080202,white,0 to 11 percent,NEAR NORTH SIDE,Near North Side,17028.32711,0,27.86655788,6726.944553,9998.876177,18466.03645,1168.123229,69,7,13,73,62,73,30
17031080300,white,0 to 11 percent,NEAR NORTH SIDE,Near North Side,32695.59526,18.93480593,663.5376739,1194.468679,11060.73566,29094.19868,6356.784125,85,44,81,7,65,83,81
17031080400,Black,12 to 20 percent,NEAR NORTH SIDE,Near North Side,36933.57451,678.5630762,133.3360541,24569.05474,29098.06454,47550.37182,13110.7,87,88,39,100,89,91,97
17031081000,white,12 to 20 percent,NEAR NORTH SIDE,Near North Side,17379.98869,0,126.4745583,4107.752899,5969.752612,24187.2424,7249.870008,70,7,38,41,42,79,85
17031081100,white,12 to 20 percent,NEAR NORTH SIDE,Near North Side,24824.98039,29.74298185,2268.597016,4884.747325,4485.427141,39782.19698,5088.269801,78,52,96,51,32,88,75
17031081201,white,0 to 11 percent,NEAR NORTH SIDE,Near North Side,77881.47334,0,572.7767714,4429.15879,16635.33672,28470.29204,1151.401966,97,7,78,45,76,83,30
17031081202,white,0 to 11 percent,NEAR NORTH SIDE,Near North Side,29428.34964,0.529149399,133.7963079,6446.874589,7698.304537,26380.13815,1780.827591,83,22,39,71,51,81,41
17031081300,white,12 to 20 percent,NEAR NORTH SIDE,Near North Side,22021.34251,0,51.17533891,4361.785712,2731.44886,15554.93816,2514.246967,76,7,20,44,20,69,52
17031081401,white,12 to 20 percent,NEAR NORTH SIDE,Near North Side,64373.91385,8.284555105,37.02425506,2125.985647,2828.336926,18619.7424,5778.174318,96,35,16,17,21,74,78
17031081402,white,12 to 20 percent,NEAR NORTH SIDE,Near North Side,28697.44194,0,42.59170649,4353.338413,6000.472437,26070.72207,8078.683376,82,8,17,44,42,81,88
17031081403,white,12 to 20 percent,NEAR NORTH SIDE,Near North Side,33189.92756,6.987933692,26.7728623,5826.660655,7606.502021,25464.86755,181.2767358,85,34,13,63,50,80,14
17031081500,white,0 to 11 percent,NEAR NORTH SIDE,Near North Side,88205.5349,92.85911589,274.7060659,3703.816352,7735.207168,39879.62176,3146.710878,98,69,59,35,52,88,59
17031081600,white,0 to 11 percent,NEAR NORTH SIDE,Near North Side,37538.36857,0,8.380357213,3387.990012,11007.94945,25071.32794,3586.309353,87,8,5,30,65,80,64
17031081700,white,0 to 11 percent,NEAR NORTH SIDE,Near North Side,122430.9219,77.77063058,1461.899995,6593.077173,12633.6503,41728.90989,5092.768049,99,67,92,72,69,89,75
17031081800,white,0 to 11 percent,NEAR NORTH SIDE,Near North Side,86965.33461,50.73093452,247.869241,5835.761415,14525.13736,43654.73414,3323.784961,98,60,57,64,73,89,61
17031081900,white,12 to 20 percent,NEAR NORTH SIDE,Near North Side,64563.81245,0.002104834,3.863525156,14231.4376,163066.8129,59587.34598,588.9923045,96,19,4,97,100,96,20
17031090100,white,0 to 11 percent,EDISON PARK,Edison Park,12935.32743,0,12.56401633,1143.279671,1591.001824,13978.28963,1886.38295,58,8,7,7,10,67,43
17031090200,white,0 to 11 percent,EDISON PARK,Edison Park,15260.30568,0,29.77224555,5139.219912,11634.68176,13479.8036,2305.315429,65,8,14,55,67,66,48
17031090300,white,0 to 11 percent,EDISON PARK,Edison Park,24047.02698,0,8.903616126,3985.168876,2508.237595,15258.17501,28035.67677,77,8,6,39,17,68,100
17031100100,white,0 to 11 percent,NORWOOD PARK,Norwood Park,10933.76173,0,11.56206903,4439.842331,1925.291774,12007.46904,4088.425366,51,8,7,45,13,62,68
17031100200,white,0 to 11 percent,NORWOOD PARK,Norwood Park,17131.1886,0.343531157,17.60157019,7963.805526,12741.03309,12926.40042,1933.489308,69,21,9,83,69,65,43
17031100300,white,0 to 11 percent,NORWOOD PARK,Norwood Park,11128.79189,765.5220692,12.0671397,2519.539419,2691.436743,13803.34468,382.959598,51,89,7,21,19,66,17
17031100400,white,0 to 11 percent,NORWOOD PARK,Norwood Park,15191.56328,4.438966391,4.428957333,1679.771173,528.7343758,11710.80669,2151.27352,64,30,4,12,3,60,46
17031100500,white,0 to 11 percent,NORWOOD PARK,Norwood Park,12537.21236,1.385286458,0.704644556,1240.728439,3168.799375,11398.85377,252.2924626,56,25,2,8,23,60,15
17031100600,white,0 to 11 percent,NORWOOD PARK,Norwood Park,12698.28861,0,53.56143581,6255.694779,2176.123223,12746.40354,2566.989588,57,8,21,69,15,64,53
17031100700,white,0 to 11 percent,NORWOOD PARK,Norwood Park,10879.59792,0,2.927164922,8.4299735,3718.437285,11401.01862,0,51,8,3,1,26,60,1
17031110100,white,0 to 11 percent,JEFFERSON PARK,Jefferson Park,13823.61703,32.43598021,40.66606088,7508.932648,3848.98952,14444.68187,3672.870099,61,54,17,81,27,68,65
17031110200,white,0 to 11 percent,JEFFERSON PARK,Jefferson Park,16918.41361,136.8172114,83.49025989,5029.754481,8386.013291,9519.722845,1036.258853,69,74,29,54,55,53,29
17031110300,white,12 to 20 percent,JEFFERSON PARK,Jefferson Park,10500.24041,0,36.28295091,5383.098464,2609.347105,11487.84991,156.0829607,49,9,16,58,18,60,14
17031110400,white,0 to 11 percent,JEFFERSON PARK,Jefferson Park,10245.8538,0,285.2090798,450.751098,9350.396805,10332.56445,1268.618226,48,9,60,3,59,56,32
17031110501,white,0 to 11 percent,JEFFERSON PARK,Jefferson Park,10029.42632,29.17523927,20.56217045,3617.66889,4554.352938,10922.82414,6974.940279,46,51,10,34,33,59,84
17031110502,white,0 to 11 percent,JEFFERSON PARK,Jefferson Park,11153.98267,80.64180798,314.6277126,8079.562192,1699.766273,12764.04838,3087.495199,52,67,63,84,11,64,59
